1.3661121,-296.33292,-158.78055,0.47496647,-245.3676,-160.36368,-59.91947,-198.9494,-158.736,-89.95657,-118.66965,-145.07635,-111.27709,-18.740425,-189.2832,66.46998,-200.37328,-149.62459,87.421844,-123.833786,-127.166985,71.05955,-34.692947,-178.01126,7.212297,-25.177473,-142.41342,-22.00814,-24.32428,-157.69173,-32.932465,126.54431,-172.04587,-32.89795,259.44012,-197.13547,36.129395,-25.00895,-153.81773,34.78053,118.16194,-131.2786,33.447266,260.7422,-150.9115,3.7905483,-137.94391,-149.23846,1.2911055,-219.24161,-156.85046,2.4570000171661377
2.797098,-296.9968,-154.67651,2.7788405,-245.64981,-156.18591,-58.00111,-199.0481,-154.15805,-87.79286,-118.48471,-141.1101,-107.131,-15.819508,-181.36188,68.274826,-199.97697,-146.95425,89.770195,-123.76517,-125.26171,81.5501,-31.225317,-174.83926,8.486799,-24.514128,-140.27087,-20.701595,-23.741695,-155.01431,-32.535553,125.700455,-171.35233,-33.471947,258.86383,-196.74162,37.31501,-24.302084,-152.21437,35.436577,118.67987,-130.41449,33.209045,259.86044,-149.45499,5.564464,-137.69934,-146.11923,3.4633136,-219.383,-152.94043,2.5769999027252197
3.169358,-296.99774,-153.91728,3.4765134,-245.73888,-155.18198,-57.404297,-199.05518,-153.34523,-86.82573,-118.403366,-140.61264,-104.611374,-14.893835,-180.49963,68.84256,-199.90501,-146.17174,90.226166,-123.416534,-124.44647,83.804794,-29.454903,-174.39166,8.902325,-24.380934,-139.66367,-20.302063,-23.636375,-154.3883,-32.19906,123.79446,-171.3349,-34.441975,258.20175,-190.3938,37.727837,-24.146772,-151.65254,35.65567,118.8266,-130.1442,33.37067,260.22806,-149.3772,6.126182,-137.67676,-145.30954,4.1283736,-219.44403,-151.98425,2.6010000705718994
3.169358,-296.99774,-153.91728,3.4765134,-245.73888,-155.18198,-57.404297,-199.05518,-153.34523,-86.82573,-118.403366,-140.61264,-104.611374,-14.893835,-180.49963,68.84256,-199.90501,-146.17174,90.226166,-123.416534,-124.44647,83.804794,-29.454903,-174.39166,8.902325,-24.380934,-139.66367,-20.302063,-23.636375,-154.3883,-32.19906,123.79446,-171.3349,-34.441975,258.20175,-190.3938,37.727837,-24.146772,-151.65254,35.65567,118.8266,-130.1442,33.37067,260.22806,-149.3772,6.126182,-137.67676,-145.30954,4.1283736,-219.44403,-151.98425,2.61899995803833
3.9489772,-297.08694,-152.79385,3.9175062,-245.7922,-154.51431,-56.914303,-199.06076,-152.82564,-85.8059,-118.135635,-139.94797,-101.60597,-14.4948,-179.70659,69.31069,-199.80981,-145.34586,90.7336,-122.700096,-123.8006,86.55858,-27.901676,-173.10767,9.198305,-24.206427,-139.06567,-20.02808,-23.49861,-153.83609,-32.033707,124.57008,-170.96185,-34.61323,257.92615,-190.34386,38.03422,-23.940487,-151.03102,35.836594,118.785934,-129.94719,33.509186,260.10767,-149.5715,6.5009418,-137.62454,-144.66675,4.5540047,-219.47217,-151.32118,2.6410000324249268
4.64997,-297.09937,-151.88165,4.6354012,-245.83902,-153.64027,-56.35939,-198.99539,-152.33418,-84.701614,-117.97036,-139.6496,-98.75735,-14.29544,-179.06027,70.00536,-199.81456,-144.24928,91.126816,-121.949425,-122.04226,88.63054,-26.232685,-170.75177,9.470205,-24.163511,-138.55804,-19.751892,-23.649252,-153.31961,-31.91286,124.56756,-170.7747,-33.639236,256.8804,-191.741,38.31839,-23.693724,-150.50098,36.132534,119.180664,-129.29193,33.61551,260.27985,-149.69214,6.9846716,-137.62975,-143.97578,5.2120724,-219.5091,-150.49275,2.6559998989105225
4.64997,-297.09937,-151.88165,4.6354012,-245.83902,-153.64027,-56.35939,-198.99539,-152.33418,-84.701614,-117.97036,-139.6496,-98.75735,-14.29544,-179.06027,70.00536,-199.81456,-144.24928,91.126816,-121.949425,-122.04226,88.63054,-26.232685,-170.75177,9.470205,-24.163511,-138.55804,-19.751892,-23.649252,-153.31961,-31.91286,124.56756,-170.7747,-33.639236,256.8804,-191.741,38.31839,-23.693724,-150.50098,36.132534,119.180664,-129.29193,33.61551,260.27985,-149.69214,6.9846716,-137.62975,-143.97578,5.2120724,-219.5091,-150.49275,2.6730000972747803
4.64997,-297.09937,-151.88165,4.6354012,-245.83902,-153.64027,-56.35939,-198.99539,-152.33418,-84.701614,-117.97036,-139.6496,-98.75735,-14.29544,-179.06027,70.00536,-199.81456,-144.24928,91.126816,-121.949425,-122.04226,88.63054,-26.232685,-170.75177,9.470205,-24.163511,-138.55804,-19.751892,-23.649252,-153.31961,-31.91286,124.56756,-170.7747,-33.639236,256.8804,-191.741,38.31839,-23.693724,-150.50098,36.132534,119.180664,-129.29193,33.61551,260.27985,-149.69214,6.9846716,-137.62975,-143.97578,5.2120724,-219.5091,-150.49275,2.690999984741211
5.3951907,-297.21536,-151.04239,5.1966105,-245.99536,-152.77136,-55.825756,-199.01268,-151.89178,-83.68419,-117.70062,-139.26276,-97.237366,-16.308662,-178.33623,70.63876,-199.76526,-142.91959,91.46213,-120.93761,-120.0928,91.19182,-24.923567,-167.67848,9.91223,-24.205616,-137.89551,-19.340027,-23.896358,-152.76022,-31.799976,124.435196,-170.59895,-33.56826,256.81723,-192.21735,38.792984,-23.505995,-149.71591,36.226208,119.21402,-128.9548,33.652996,260.55487,-149.28671,7.504421,-137.73752,-143.1942,5.7662272,-219.65451,-149.64299,2.7060000896453857
5.3951907,-297.21536,-151.04239,5.1966105,-245.99536,-152.77136,-55.825756,-199.01268,-151.89178,-83.68419,-117.70062,-139.26276,-97.237366,-16.308662,-178.33623,70.63876,-199.76526,-142.91959,91.46213,-120.93761,-120.0928,91.19182,-24.923567,-167.67848,9.91223,-24.205616,-137.89551,-19.340027,-23.896358,-152.76022,-31.799976,124.435196,-170.59895,-33.56826,256.81723,-192.21735,38.792984,-23.505995,-149.71591,36.226208,119.21402,-128.9548,33.652996,260.55487,-149.28671,7.504421,-137.73752,-143.1942,5.7662272,-219.65451,-149.64299,2.7230000495910645
5.3951907,-297.21536,-151.04239,5.1966105,-245.99536,-152.77136,-55.825756,-199.01268,-151.89178,-83.68419,-117.70062,-139.26276,-97.237366,-16.308662,-178.33623,70.63876,-199.76526,-142.91959,91.46213,-120.93761,-120.0928,91.19182,-24.923567,-167.67848,9.91223,-24.205616,-137.89551,-19.340027,-23.896358,-152.76022,-31.799976,124.435196,-170.59895,-33.56826,256.81723,-192.21735,38.792984,-23.505995,-149.71591,36.226208,119.21402,-128.9548,33.652996,260.55487,-149.28671,7.504421,-137.73752,-143.1942,5.7662272,-219.65451,-149.64299,2.73799991607666
6.200464,-297.44656,-150.39897,5.5248413,-246.05077,-152.36426,-55.260414,-199.02682,-151.61685,-82.64555,-117.59066,-139.30699,-94.79756,-16.492718,-179.91422,71.05181,-199.70383,-142.22345,91.83008,-120.38882,-118.26348,91.73193,-23.91471,-164.43889,10.217479,-24.1741,-137.509,-19.047064,-23.979313,-152.43951,-31.50597,125.44026,-170.00867,-33.588196,257.0185,-193.17027,39.096565,-23.352058,-149.27701,36.397263,119.10787,-128.73038,33.693962,260.8347,-149.67212,7.830229,-137.75577,-142.78944,6.095398,-219.70157,-149.23521,2.756999969482422
6.200464,-297.44656,-150.39897,5.5248413,-246.05077,-152.36426,-55.260414,-199.02682,-151.61685,-82.64555,-117.59066,-139.30699,-94.79756,-16.492718,-179.91422,71.05181,-199.70383,-142.22345,91.83008,-120.38882,-118.26348,91.73193,-23.91471,-164.43889,10.217479,-24.1741,-137.509,-19.047064,-23.979313,-152.43951,-31.50597,125.44026,-170.00867,-33.588196,257.0185,-193.17027,39.096565,-23.352058,-149.27701,36.397263,119.10787,-128.73038,33.693962,260.8347,-149.67212,7.830229,-137.75577,-142.78944,6.095398,-219.70157,-149.23521,2.7709999084472656
6.9313135,-297.53156,-149.50482,5.9546795,-246.00403,-151.94417,-54.660122,-198.97337,-151.39227,-81.931656,-117.624466,-139.3346,-92.93036,-16.56352,-180.99594,71.667885,-199.73125,-141.08551,92.199814,-119.6549,-116.30789,94.038475,-22.372036,-161.366,10.755474,-24.340328,-136.9968,-18.548306,-24.199064,-152.08432,-31.229717,125.21368,-169.7404,-33.593857,256.884,-193.14612,39.644478,-23.457067,-148.61227,36.50746,119.11486,-128.44897,32.09872,259.70013,-143.94606,8.317205,-137.8131,-142.32239,6.539508,-219.6799,-148.80363,2.7929999828338623
7.580387,-297.54782,-148.88367,6.539034,-246.0307,-151.50092,-53.97819,-199.06409,-151.26999,-81.34936,-117.506645,-139.16776,-91.655785,-17.389975,-182.25224,72.1528,-199.87932,-140.05386,92.22475,-119.04794,-115.126854,94.54473,-20.580078,-157.5242,11.235411,-24.361568,-136.54996,-18.095865,-24.261387,-151.76134,-31.101637,125.8916,-169.3788,-33.37207,257.53436,-195.36424,40.120087,-23.438614,-148.0556,36.614655,119.25514,-128.13608,32.57553,260.22876,-145.09552,8.8577175,-137.8424,-141.87126,7.114801,-219.70792,-148.3572,2.808000087738037
7.580387,-297.54782,-148.88367,6.539034,-246.0307,-151.50092,-53.97819,-199.06409,-151.26999,-81.34936,-117.506645,-139.16776,-91.655785,-17.389975,-182.25224,72.1528,-199.87932,-140.05386,92.22475,-119.04794,-115.126854,94.54473,-20.580078,-157.5242,11.235411,-24.361568,-136.54996,-18.095865,-24.261387,-151.76134,-31.101637,125.8916,-169.3788,-33.37207,257.53436,-195.36424,40.120087,-23.438614,-148.0556,36.614655,119.25514,-128.13608,32.57553,260.22876,-145.09552,8.8577175,-137.8424,-141.87126,7.114801,-219.70792,-148.3572,2.8329999446868896
8.286059,-297.35797,-148.27243,7.205386,-245.93529,-150.88039,-53.401608,-198.97415,-151.11693,-80.728676,-117.52336,-139.34804,-90.14876,-17.86084,-184.01317,72.58298,-199.85608,-139.06924,92.131676,-117.061646,-111.794395,98.04288,-20.081005,-153.74594,11.6440735,-24.3897,-136.08607,-17.666077,-24.280727,-151.32535,-30.925854,126.08361,-169.19565,-33.234333,257.78943,-195.98898,40.48024,-23.481537,-147.59279,36.71448,119.17976,-127.96823,32.68253,259.89813,-145.18468,9.393902,-137.81699,-141.3298,7.748868,-219.63109,-147.7563,2.8469998836517334
8.286059,-297.35797,-148.27243,7.205386,-245.93529,-150.88039,-53.401608,-198.97415,-151.11693,-80.728676,-117.52336,-139.34804,-90.14876,-17.86084,-184.01317,72.58298,-199.85608,-139.06924,92.131676,-117.061646,-111.794395,98.04288,-20.081005,-153.74594,11.6440735,-24.3897,-136.08607,-17.666077,-24.280727,-151.32535,-30.925854,126.08361,-169.19565,-33.234333,257.78943,-195.98898,40.48024,-23.481537,-147.59279,36.71448,119.17976,-127.96823,32.68253,259.89813,-145.18468,9.393902,-137.81699,-141.3298,7.748868,-219.63109,-147.7563,2.869999885559082
8.886827,-297.31232,-147.68712,7.791814,-246.01549,-150.17252,-53.037014,-198.991,-151.01819,-80.13828,-117.669495,-139.6252,-89.576164,-18.16718,-185.94273,73.02612,-199.87852,-138.21844,92.078026,-116.3642,-110.555016,99.34044,-18.237534,-149.15045,12.038322,-24.436583,-135.72852,-17.301352,-24.373482,-151.11137,-30.72335,126.36374,-168.89993,-33.54018,257.8955,-195.34894,40.89448,-23.475906,-147.0679,36.862106,119.163536,-127.62134,32.799595,259.5482,-146.10522,9.888709,-137.88162,-140.8081,8.313759,-219.70714,-147.09671,2.8889999389648438
